customer_id,age,income,credit_score,employment_type,city,loan_amount,tenure_months,interest_rate,days_late,default_flag
420,31,43296,406,Freelancer,North Angelaport,190075,24,14.39,16,0
421,21,123287,724,Salaried,Wrightshire,145213,12,11.35,70,0
422,49,94129,762,Salaried,Kimberlyshire,170442,12,11.23,3,0
423,33,68682,789,Student,Chadland,54656,36,19.95,69,0
424,23,79714,598,Student,New Colleenstad,90776,24,15.53,89,0
425,23,82627,834,Salaried,West Thomas,304491,6,23.4,62,0
426,27,36522,715,Business,Lake Katiemouth,424598,24,14.15,37,0
427,42,106508,626,Business,Mooreside,492793,6,19.63,47,0
428,26,111816,420,Student,Medinaville,93004,24,14.99,43,1
429,58,19952,662,Salaried,Danielview,216115,24,13.05,42,0
430,44,73927,731,Business,East Christina,487621,48,16.61,14,0
431,41,34960,509,Salaried,West Elizabethberg,57534,6,17.18,54,1
432,42,135323,656,Freelancer,Rodriguezchester,486499,24,18.26,13,0
433,39,148967,344,Business,Tannerville,243519,36,12.57,43,1
434,58,78768,615,Business,Keithland,189505,48,26.69,48,0
435,43,75685,639,Student,Lake Diane,38508,48,22.46,28,0
436,34,143326,500,Freelancer,East Mario,394387,36,10.51,41,1
437,22,117991,509,Freelancer,Scottbury,357940,36,21.41,11,0
438,53,16008,760,Salaried,Edwardsmouth,426294,24,24.11,19,0
439,59,38125,715,Salaried,North Carriefort,242052,48,10.07,37,0
440,57,89504,860,Business,North Victor,246489,24,23.76,77,0
441,26,36649,512,Student,Carrollville,135953,24,13.73,1,0
442,54,75676,572,Salaried,North Austin,458062,12,14.15,78,0
443,58,115318,746,Freelancer,Jenkinsland,44301,12,17.31,31,0
444,37,75271,606,Business,Salinashaven,232227,36,21.62,33,0
445,30,146120,369,Salaried,Wilsonville,284900,48,14.62,74,1
446,40,51302,326,Student,Jensenstad,317075,48,25.67,70,1
447,23,140858,553,Student,Justinfort,336099,48,13.53,86,0
448,59,74367,566,Student,Darrenshire,498440,36,16.44,44,0
449,45,128084,400,Freelancer,Colemanville,229053,36,27.62,75,1
450,50,112898,411,Freelancer,Millerfort,237150,12,18.8,18,0
451,57,65279,837,Salaried,Nguyenbury,181515,36,21.12,83,0
452,50,142767,532,Freelancer,West Melissamouth,24411,48,16.66,18,0
453,48,71907,753,Student,North Stephanieborough,211253,6,11.05,20,0
454,43,44598,672,Freelancer,Port Katherine,227371,24,12.02,67,0
455,51,118685,618,Salaried,Davidhaven,172370,12,10.38,46,0
456,34,55366,420,Student,Martinezbury,245665,6,26.46,32,1
457,57,108952,540,Business,Lake Christopherchester,467568,24,26.6,79,1
458,35,101404,778,Freelancer,Jeffreyborough,404448,12,10.03,61,0
459,29,91053,395,Business,Justinfurt,247606,36,19.04,48,1
460,53,28474,322,Business,Kristenside,255700,48,22.83,53,1
461,22,95966,374,Freelancer,South Ralph,286950,48,13.3,18,0
462,30,43186,683,Student,New Ginafurt,451809,48,27.61,88,0
463,39,40251,363,Salaried,Port Seth,86675,36,26.08,52,1
464,57,40449,647,Freelancer,Garciaborough,328389,6,17.66,17,0
465,38,26946,480,Salaried,Port Joel,385584,36,23.09,17,0
466,22,27117,508,Freelancer,Johnsonbury,110471,12,23.68,12,0
467,57,108367,393,Salaried,Lake Derek,421794,6,26.01,4,0
468,32,103990,421,Business,Meganshire,284425,24,22.98,10,0
469,58,90103,477,Freelancer,Lake Angela,437035,6,19.81,8,0
470,30,55632,306,Salaried,Connormouth,185739,48,23.79,55,1
471,53,76707,489,Salaried,Smithfurt,26742,12,22.51,12,0
472,30,48538,423,Student,East Madison,132980,36,14.33,63,1
473,56,30256,775,Freelancer,North Gabrielside,223390,6,27.15,7,0
474,43,97411,800,Business,Nicolechester,358589,6,24.6,20,0
475,37,15610,871,Freelancer,Shawnton,243059,12,11.8,87,0
476,54,22857,560,Student,North Erikside,141884,36,23.74,10,0
477,26,61131,337,Freelancer,Harrisside,325199,48,13.32,60,1
478,35,106530,634,Business,New Heather,138280,36,12.48,11,0
479,40,92498,610,Business,West Mary,307005,12,12.27,26,0
480,33,128575,687,Freelancer,Port Andrea,290802,6,11.37,27,0
481,44,116266,608,Business,West Dale,469953,6,22.69,21,0
482,43,142517,761,Salaried,South Markville,253821,24,20.63,46,0
483,52,43820,562,Freelancer,Port Jason,474388,6,27.57,85,0
484,43,38961,794,Freelancer,Mendozashire,343637,48,17.11,55,0
485,45,36249,768,Salaried,Myersmouth,326612,24,19.38,66,0
486,38,114072,369,Salaried,South Tracyhaven,467510,36,13.73,87,1
487,48,91648,563,Freelancer,Harveyton,271213,48,13.75,84,0
488,48,127934,476,Freelancer,Theresastad,276314,6,24.84,3,0
489,42,25822,330,Salaried,Abigailside,323155,36,20.11,10,0
490,32,122924,513,Salaried,Jonesborough,494697,6,16.91,74,1
491,58,22474,698,Freelancer,South Travis,399191,6,14.59,21,0
492,58,82541,369,Student,Bairdview,321656,12,22.0,76,1
493,51,47789,697,Student,South Garrett,28132,12,13.63,10,0
494,46,123005,536,Student,Brittneychester,170512,48,26.08,11,0
495,29,107139,884,Student,Ramirezmouth,167907,6,10.08,58,0
496,58,21890,854,Salaried,South Alexanderchester,25799,36,22.41,12,0
497,36,128053,666,Salaried,Cunninghamtown,459414,48,21.58,8,0
498,30,102260,762,Freelancer,North Markton,179325,48,10.81,24,0
499,47,130367,401,Salaried,Chenborough,239059,48,27.52,2,0
500,25,26683,691,Salaried,Port Brendafort,231285,24,17.17,16,0
501,34,64236,785,Business,West Heather,74662,12,19.81,33,0
502,57,46338,803,Student,Munozshire,256506,24,10.92,49,0
503,34,64693,432,Business,East Jonathanberg,65852,36,25.6,1,0
504,35,107783,823,Salaried,New Dennisview,248977,12,17.31,4,0
505,30,86189,577,Salaried,Lake Shelby,243979,6,20.5,68,0
506,23,94964,459,Salaried,New Robinport,166135,48,23.0,53,1
507,40,133421,490,Salaried,West Daisyfurt,247785,12,17.56,28,0
508,31,128057,885,Freelancer,Port Candacemouth,446887,24,21.29,48,0
509,46,77242,457,Business,West Alex,82661,36,15.96,29,0
510,28,49478,677,Salaried,Tuckerton,297309,6,27.01,63,0
511,23,53017,375,Student,South Phyllismouth,229324,48,25.4,39,1
512,24,78943,681,Business,Berrybury,314894,12,17.52,62,0
513,40,128038,312,Freelancer,Hillside,239664,48,19.91,61,1
514,32,24099,369,Business,Jessicatown,330545,36,24.35,77,1
515,36,26005,602,Business,Carterville,385753,6,18.98,17,0
516,36,144614,821,Business,Morrisland,226292,12,14.11,52,0
517,43,79178,788,Salaried,Olsonstad,93710,48,22.84,35,0
518,46,26483,335,Student,West Robertside,390515,36,11.88,19,0
519,37,121912,743,Salaried,Kaylaland,304065,36,26.54,36,0
520,29,104294,429,Student,East Meredithberg,41200,48,19.33,42,1
521,48,57633,758,Business,New Johnbury,296768,48,20.0,30,0
522,45,99363,510,Salaried,Port Carltown,497486,12,23.6,2,0
523,49,83952,398,Salaried,Lake Carolyn,221423,48,22.13,1,0
524,46,55912,785,Student,Lake Christina,99552,12,18.04,74,0
525,52,102871,653,Salaried,Scottville,353984,48,25.84,69,0
526,50,148253,463,Student,Farmerview,329659,36,21.74,44,1
527,37,117804,669,Salaried,Port Curtis,269779,12,16.91,0,0
528,55,146922,741,Student,New Laurenhaven,47849,12,27.73,58,0
529,42,66803,354,Business,New Timothy,295008,12,16.51,67,1
530,54,65031,562,Student,Thomaston,344660,36,24.77,89,0
531,47,84150,349,Salaried,South Robertville,211380,12,19.69,39,1
532,59,48977,711,Business,New Jennifer,337094,24,18.29,32,0
533,41,19008,495,Business,Burchburgh,71090,6,19.11,7,0
534,29,43386,358,Freelancer,Albertstad,209435,48,14.99,57,1
535,54,131832,431,Freelancer,Cruzville,353522,24,16.39,72,1
536,28,100289,592,Business,Kathrynport,98831,24,20.6,20,0
537,50,87466,502,Student,Kennethville,368172,36,16.95,41,1
538,40,133721,548,Freelancer,Johnsonchester,355419,12,25.86,63,1
539,57,133062,662,Student,West Robertview,341811,12,19.32,2,0
540,31,50766,347,Salaried,New Suzanneton,498604,48,15.45,23,0
541,52,24997,546,Salaried,Kaylaburgh,308763,6,16.96,72,1
542,36,73828,694,Student,Coleshire,274876,48,15.16,73,0
543,52,149491,801,Business,South Elizabethfurt,286645,24,18.85,53,0
544,34,19209,579,Freelancer,New Carl,195025,24,14.74,63,0
545,59,98833,555,Freelancer,Kingport,434194,6,24.75,53,0
546,51,100009,853,Business,Monroefort,439810,48,15.06,47,0
547,51,112665,468,Business,Barnesborough,285638,6,25.85,70,1
548,50,62292,846,Freelancer,Julieport,41261,48,24.86,44,0
549,34,58483,507,Business,South Connor,37756,48,22.3,88,1
550,33,78938,769,Business,Mollymouth,230975,48,16.84,82,0
551,28,23843,377,Business,South Curtis,46394,12,21.57,16,0
552,57,116370,797,Salaried,New Geoffreyview,490156,48,15.37,48,0
553,59,126451,800,Business,North Brian,21900,12,25.85,41,0
554,44,138008,793,Freelancer,Williamland,125974,36,24.74,33,0
555,50,76175,701,Student,South Markton,280534,48,11.19,38,0
556,23,127358,752,Business,Perezshire,455459,6,18.27,21,0
557,43,57661,541,Salaried,Fernandezland,470829,48,13.22,54,1
558,34,88012,819,Student,Herreraville,153641,6,24.76,11,0
559,32,72024,532,Freelancer,Ronnieville,280624,24,27.73,62,1
560,46,82532,496,Business,Port Jerry,124389,12,17.06,22,0
561,53,106391,388,Student,South Gerald,76314,12,11.95,26,0
562,21,29771,719,Freelancer,Alanshire,492350,12,15.92,55,0
563,45,38675,634,Salaried,New Elijah,359242,24,23.2,5,0
564,22,30619,687,Student,East Vanessa,284585,48,24.19,34,0
565,36,17959,699,Business,South Edwinstad,118100,6,15.16,6,0
566,41,31246,570,Business,Tylermouth,153412,6,16.57,9,0
567,43,61047,761,Student,North Zachary,263090,6,27.79,43,0
568,46,131936,491,Salaried,New Barryville,148754,48,24.21,31,1
569,59,131770,662,Student,West Bradleymouth,117153,48,26.97,9,0
570,27,99472,816,Student,West Johnview,485479,12,10.88,11,0
571,30,70909,761,Business,East Robert,339054,6,23.94,88,0
572,44,18625,660,Freelancer,South Nicolasbury,324488,6,16.32,50,0
573,33,82365,460,Salaried,Douglashaven,361224,6,24.28,88,1
574,43,103721,769,Freelancer,Michaelburgh,424567,6,14.21,46,0
575,25,125512,413,Salaried,Eugenetown,418022,12,21.07,17,0
576,50,124816,508,Student,Port Meganmouth,442855,24,19.74,84,1
577,47,85133,467,Freelancer,West Rita,25092,6,20.55,41,1
578,40,49815,569,Freelancer,Ryanchester,51841,12,25.95,21,0
579,58,104778,520,Salaried,North Jacqueline,194180,24,21.65,24,0
580,50,130131,321,Freelancer,South Edward,341406,6,20.07,43,1
581,39,72270,378,Business,New Kelsey,371317,36,20.38,14,0
582,46,40991,478,Student,West Bradleyview,43403,6,27.6,43,1
583,54,51992,754,Business,Connieton,142239,12,15.32,87,0
584,21,128736,860,Freelancer,Lake Todd,328241,48,15.65,81,0
585,51,44212,794,Salaried,Bautistahaven,414079,24,18.79,50,0
586,37,77827,646,Student,Castilloville,78554,48,26.56,39,0
587,23,149119,488,Student,Pattersonmouth,295606,48,22.44,72,1
588,37,58087,385,Freelancer,Port Alexandra,168635,36,18.08,38,1
589,28,76898,435,Student,Melissashire,473959,48,25.5,30,0
590,48,15228,332,Salaried,Samanthamouth,434518,36,11.79,35,1
591,46,28577,879,Student,Martinmouth,138467,36,14.99,10,0
592,43,148224,769,Freelancer,Gutierrezville,239148,36,20.86,33,0
593,41,77594,306,Business,North Jessicafurt,87029,48,15.05,17,0
594,53,30528,753,Student,Aaronside,107672,24,26.41,82,0
595,54,23452,339,Business,Danielton,117313,36,17.87,83,1
596,42,101535,665,Salaried,Morganchester,399375,6,25.06,34,0
597,31,25623,486,Student,South Lauren,499566,24,16.76,70,1
598,40,41893,388,Student,North Rebecca,137059,24,19.26,53,1
599,46,83953,639,Business,Michelemouth,222945,36,26.88,35,0
600,48,142085,354,Student,Lake Cynthiaberg,235730,48,17.36,41,1
601,36,18868,725,Salaried,Lake Jerry,46806,6,24.48,42,0
602,56,27764,506,Business,Brownfurt,258385,6,21.39,67,1
603,35,15507,507,Salaried,Marvinville,51678,6,27.97,28,0
604,52,130327,512,Salaried,South Davidfort,162798,24,19.91,72,1
605,47,54299,795,Salaried,Taylorside,282390,48,22.03,74,0
606,52,27097,602,Student,Boothland,472959,24,21.37,18,0
607,59,35268,757,Salaried,East Katie,277883,36,23.44,21,0
608,26,122230,646,Business,North Christopherbury,211813,48,11.18,7,0
609,36,134634,558,Student,West Susan,269439,12,13.33,89,0
610,24,98514,723,Salaried,South Faith,346893,6,20.35,11,0
611,54,25350,735,Salaried,Garyshire,63155,36,18.95,4,0
612,34,137023,708,Freelancer,Michellechester,229473,48,25.18,52,0
613,40,131948,761,Business,Claudiaborough,323190,24,13.37,42,0
614,56,108692,845,Student,South Melissaton,347535,36,26.67,8,0
615,58,74056,391,Business,Amystad,294582,24,13.25,29,0
616,36,44471,535,Salaried,Douglasport,330190,48,15.4,47,1
617,56,93599,460,Business,Port Rebeccaburgh,129498,6,12.0,17,0
618,59,61086,647,Business,Scottside,360001,24,22.36,45,0
619,34,48349,788,Business,Katieside,107888,36,13.68,34,0
620,36,93463,325,Salaried,Figueroafort,358037,36,11.76,0,0
621,50,98207,592,Freelancer,Port Brittneyton,172365,36,14.95,21,0
622,50,115037,601,Student,Gomezberg,338628,6,24.55,22,0
623,55,95016,735,Salaried,Hudsonside,454211,24,14.33,50,0
624,28,108890,670,Salaried,Williamland,236815,36,26.42,10,0
625,31,77753,519,Student,Wellstown,285965,24,22.75,55,1
626,52,105126,416,Freelancer,New Kaitlyn,61026,12,23.39,28,0
627,58,101195,304,Business,Olsonburgh,443175,24,13.85,38,1
628,25,118853,438,Student,Griffinborough,169421,6,11.98,57,1
629,31,57032,564,Freelancer,Jonesside,463407,48,21.06,62,0
630,22,142301,852,Business,West Heather,226872,36,15.64,41,0
631,29,123466,348,Student,East Jacob,337063,6,20.69,85,1
632,31,45030,410,Business,Ashleychester,347006,24,25.26,64,1
633,55,28053,594,Salaried,Freemantown,316591,24,26.29,53,0
634,22,87769,424,Student,East Samanthahaven,52151,12,20.77,79,1
635,32,44130,557,Salaried,Glennview,454263,36,18.38,6,0
636,58,65137,790,Salaried,Morenoview,337146,36,22.02,23,0
637,37,20248,834,Student,Port Ritafurt,96425,48,13.18,39,0
638,31,31946,523,Salaried,West Sarahtown,88798,12,13.98,30,0
639,32,47726,540,Salaried,Davisport,181483,48,18.1,79,1
640,52,65059,594,Business,Breannaview,148985,24,16.03,20,0
641,26,42100,599,Freelancer,Snyderburgh,427687,36,10.92,16,0
642,26,109406,476,Business,Davidmouth,218431,12,27.96,66,1
643,52,118675,752,Salaried,Pattonfort,386847,6,16.12,34,0
644,49,87577,760,Student,Meyerhaven,354643,12,19.14,4,0
645,47,89381,421,Business,Stevenmouth,31576,24,24.6,46,1
646,50,130535,319,Business,Port Ryan,34673,36,23.31,16,0
647,31,67690,650,Salaried,Moorefurt,487723,6,25.55,61,0
648,54,20021,400,Salaried,Alishaberg,328914,48,26.13,15,0
649,25,102229,509,Student,Bobbyshire,19195,24,15.28,53,1
650,51,38171,445,Salaried,Deckerborough,290468,36,23.7,52,1
651,55,60733,787,Business,Port Sarahburgh,12423,36,23.02,32,0
652,49,92998,487,Freelancer,South Stephanie,247116,24,20.85,40,1
653,22,26671,681,Student,Theresaton,61038,12,18.65,89,0
654,25,94099,562,Freelancer,Michaelfurt,311832,24,19.02,85,0
655,41,28712,481,Salaried,Gregorychester,333010,6,17.05,33,1
656,31,123601,874,Freelancer,Davidhaven,238331,12,26.37,0,0
657,57,71514,748,Business,Walterborough,299257,36,11.07,50,0
658,26,104506,617,Business,Port Kimberlystad,387283,12,24.64,57,0
659,54,123263,867,Freelancer,Laurenborough,278665,12,24.28,33,0
660,26,68891,847,Student,Whiteview,451830,24,16.78,85,0
661,44,108235,773,Student,Travismouth,376641,6,21.5,29,0
662,38,143571,444,Student,Anneland,68708,24,23.97,51,1
663,49,91160,674,Student,Perezbury,374280,36,10.7,59,0
664,31,17187,874,Student,Melissafurt,490064,24,14.19,19,0
665,53,65442,486,Salaried,Nelsonland,108267,36,10.99,10,0
666,26,135236,673,Business,Bethside,103355,6,19.83,57,0
667,39,117559,462,Salaried,Josephmouth,236328,36,12.18,12,0
668,53,66605,812,Salaried,Teresamouth,473197,36,16.42,4,0
669,50,67621,816,Freelancer,South Karastad,472283,12,17.41,30,0
670,45,130535,576,Student,West Malloryburgh,41628,36,26.16,19,0
671,52,15467,555,Freelancer,North Paul,397472,6,16.75,0,0
672,44,112684,695,Business,New Andrea,112203,12,11.42,80,0
673,54,61716,829,Freelancer,Lake Joseph,146117,12,23.11,63,0
674,35,135338,421,Salaried,North Corey,376925,6,12.67,82,1
675,23,34875,438,Freelancer,New Joshua,38087,24,25.71,89,1
676,57,52503,777,Business,Gravesstad,71400,36,25.35,19,0
677,33,125045,466,Freelancer,North Travis,307901,6,24.29,64,1
678,26,89820,471,Freelancer,Port Jerryville,54602,24,11.63,67,1
679,27,32385,591,Freelancer,Brendaside,384110,48,21.65,73,0
680,53,75290,347,Salaried,North Robertborough,473445,12,19.94,79,1
681,33,52486,450,Student,Ericberg,80174,24,10.58,12,0
682,22,55746,786,Salaried,New Larry,364199,6,19.94,33,0
683,34,93618,441,Student,Johnsonborough,68684,36,16.43,20,0
684,39,44254,715,Student,Port Erikport,185022,24,24.72,12,0
685,49,53384,787,Salaried,Port Jenniferport,384071,12,22.16,75,0
686,33,71430,584,Freelancer,East Deniseborough,150360,12,12.95,47,0
687,38,44961,404,Student,Rachelburgh,75907,36,25.01,84,1
688,41,72535,446,Salaried,Lake Cody,331717,24,19.76,60,1
689,24,128852,423,Freelancer,Port Jason,343458,36,22.46,84,1
690,39,106229,786,Salaried,Rossshire,482269,48,21.03,27,0
691,34,85654,548,Student,Port Jenniferhaven,442022,36,27.6,38,1
692,43,105928,472,Salaried,North Markton,20071,36,18.01,59,1
693,26,91132,751,Salaried,New Larry,55299,48,21.56,68,0
694,21,66609,737,Freelancer,Hernandezfurt,101122,48,13.37,88,0
695,45,73521,641,Freelancer,Claudiaberg,63836,12,10.15,10,0
696,36,80537,751,Business,South Kimberlyberg,333912,24,22.54,20,0
697,29,43041,445,Freelancer,Port Williamfurt,457026,24,15.6,27,0
698,48,124819,549,Salaried,Petertown,85368,48,11.61,82,1
699,51,66614,374,Freelancer,West Yolanda,126774,24,15.44,42,1
700,41,101518,468,Student,Port Melindabury,463161,24,17.55,22,0
701,44,29782,895,Business,West Lisa,432960,24,11.21,40,0
702,24,35523,767,Business,West Lisaside,266963,12,19.72,42,0
703,43,91537,718,Freelancer,East Alejandro,165728,48,13.68,47,0
704,47,49493,378,Freelancer,Carterberg,498736,12,22.05,88,1
705,22,74996,607,Freelancer,Albertberg,410759,6,27.32,3,0
706,39,84681,735,Business,West Veronicaland,13251,12,10.43,81,0
707,50,101468,710,Business,Markland,38013,24,13.22,31,0
708,56,78580,583,Business,Mooreside,232928,48,24.58,62,0
709,28,91083,845,Salaried,Simpsonport,356957,12,11.99,30,0
710,29,90448,593,Freelancer,New Ericstad,344763,24,11.5,48,0
711,50,16170,569,Student,Port Brenda,313188,24,20.23,57,0
712,56,81086,400,Student,Kimberlyland,120418,6,27.31,38,1
713,55,15981,623,Freelancer,Lake David,134689,12,25.06,6,0
714,33,105952,551,Business,Watkinsmouth,212615,48,10.09,78,0
715,37,107225,478,Freelancer,South Eileenhaven,366506,12,24.74,54,1
716,32,149990,792,Salaried,Port Jason,100633,6,24.76,57,0
717,37,23234,338,Freelancer,Bauerfort,463532,24,25.55,73,1
718,36,43869,856,Freelancer,North Elizabethhaven,447322,6,20.93,10,0
719,49,65156,836,Student,Julieshire,470073,12,25.95,26,0
720,46,57747,853,Student,Valeriestad,408427,24,11.35,66,0
721,45,104224,703,Student,Newtonburgh,379307,12,21.08,39,0
722,47,146763,786,Student,South John,174865,36,23.8,42,0
723,54,122226,882,Salaried,North Aaronshire,476907,6,19.95,33,0
724,24,36946,434,Business,Waltonview,152687,48,25.2,69,1
725,51,90695,422,Business,New Jacobhaven,40392,48,13.29,20,0
726,57,29684,895,Business,Brianshire,483584,6,17.62,2,0
727,39,103633,545,Salaried,East Andrew,41429,48,11.37,29,0
728,21,54443,635,Business,Kaneburgh,476138,48,10.29,71,0
729,40,141130,478,Business,Brookeborough,400638,12,14.04,6,0
730,46,30793,400,Business,Barkerbury,49840,48,19.96,21,0
731,57,106523,363,Student,Russellhaven,127877,6,13.68,80,1
732,45,117707,385,Freelancer,Tiffanytown,326996,6,23.48,65,1
733,44,109405,385,Student,Luisstad,391358,48,21.17,63,1
734,28,137689,448,Freelancer,Fryebury,335621,48,15.91,7,0
735,22,73074,730,Student,Campbellton,353473,6,23.88,59,0
736,53,68935,837,Student,New Ninamouth,70735,6,11.93,43,0
737,40,79691,610,Business,Johnnychester,193747,6,17.04,41,0
738,45,48030,591,Salaried,Patricialand,96521,12,21.84,56,0
739,56,135169,678,Student,Brownport,349881,6,22.62,68,0
740,23,44311,697,Business,Huntside,366567,36,17.25,25,0
741,23,42428,875,Salaried,East William,17476,48,20.2,19,0
742,49,115168,765,Freelancer,South George,462878,6,21.37,24,0
743,57,76663,741,Student,East Peterton,160130,48,19.64,23,0
744,51,105965,841,Salaried,Vegaberg,477196,48,12.2,62,0
745,40,147406,443,Salaried,Danielleburgh,142216,24,26.01,21,0
746,24,64676,605,Business,West Dianaville,404844,24,14.88,5,0
747,51,60501,729,Student,Port Jennifershire,161590,6,17.16,15,0
748,31,19206,752,Freelancer,Lopezfort,85302,24,16.44,59,0
749,31,35742,300,Business,Sharonmouth,303591,36,18.89,12,0
750,55,131909,871,Business,West Toniborough,140647,12,17.22,16,0
